taxid,lineage,parent_taxid,species,no rank,genus,family,order,class,phylum,clade,superkingdom,species group,subclass,superfamily,superorder,infraclass,kingdom,subphylum,strain,subspecies,suborder,subfamily,subkingdom,section,subgenus,tribe,species subgroup
841,"[841, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,root,roseburia,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
207244,"[207244, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,root,anaerostipes,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1432051,"[1432051, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,root,eisenbergiella,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
28050,"[28050, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,root,lachnospira,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1017280,"[1017280, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,root,pseudoflavonifractor,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
292632,"[292632, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,root,subdoligranulum,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
724,"[724, 712, 135625, 1236, 1224, 2, 131567, 1]",712,,root,haemophilus,pasteurellaceae,pasteurellales,gammaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
43768,"[43768, 1716, 1653, 85007, 1760, 201174, 1783272, 2, 131567, 1]",1716,corynebacterium matruchotii,root,corynebacterium,corynebacteriaceae,mycobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
32067,"[32067, 1129771, 203491, 203490, 32066, 2, 131567, 1]",1129771,,root,leptotrichia,leptotrichiaceae,fusobacteriales,fusobacteriia,fusobacteriota,,bacteria,,,,,,,,,,,,,,,,
1018,"[1018, 1016, 49546, 200644, 117743, 976, 68336, 1783270, 2, 131567, 1]",1016,capnocytophaga ochracea,root,capnocytophaga,flavobacteriaceae,flavobacteriales,flavobacteriia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
1583331,"[1583331, 836, 171551, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",836,porphyromonas pasteri,root,porphyromonas,porphyromonadaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
135083,"[135083, 970, 1843491, 909929, 909932, 1239, 1783272, 2, 131567, 1]",970,selenomonas noxia,root,selenomonas,selenomonadaceae,selenomonadales,negativicutes,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
59823,"[59823, 2638335, 838, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2638335,prevotella sp.,root,prevotella,prevotellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
68766,"[68766, 2648384, 848, 203492, 203491, 203490, 32066, 2, 131567, 1]",2648384,fusobacterium sp.,root,fusobacterium,fusobacteriaceae,fusobacteriales,fusobacteriia,fusobacteriota,,bacteria,,,,,,,,,,,,,,,,
81852,"[81852, 186826, 91061, 1239, 1783272, 2, 131567, 1]",186826,,root,,enterococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
33958,"[33958, 186826, 91061, 1239, 1783272, 2, 131567, 1]",186826,,root,,lactobacillaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
186803,"[186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186802,,root,,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
815,"[815, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",171549,,root,,bacteroidaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
31977,"[31977, 1843489, 909932, 1239, 1783272, 2, 131567, 1]",1843489,,root,,veillonellaceae,veillonellales,negativicutes,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
292632,"[292632, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,root,subdoligranulum,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
29523,"[29523, 2646097, 816, 815, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2646097,bacteroides sp.,root,bacteroides,bacteroidaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
1506553,"[1506553, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,root,lachnoclostridium,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
32067,"[32067, 1129771, 203491, 203490, 32066, 2, 131567, 1]",1129771,,root,leptotrichia,leptotrichiaceae,fusobacteriales,fusobacteriia,fusobacteriota,,bacteria,,,,,,,,,,,,,,,,
41200,"[41200, 2608897, 1678, 31953, 85004, 1760, 201174, 1783272, 2, 131567, 1]",2608897,bifidobacterium sp.,root,bifidobacterium,bifidobacteriaceae,bifidobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
39948,"[39948, 31977, 1843489, 909932, 1239, 1783272, 2, 131567, 1]",31977,,root,dialister,veillonellaceae,veillonellales,negativicutes,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1591,"[1591, 2620435, 1578, 33958, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2620435,lactobacillus sp.,root,lactobacillus,lactobacillaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1912216,"[1912216, 31957, 85009, 1760, 201174, 1783272, 2, 131567, 1]",31957,,root,cutibacterium,propionibacteriaceae,propionibacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
171551,"[171551, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",171549,,root,,porphyromonadaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
171552,"[171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",171549,,root,,prevotellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
186802,"[186802, 186801, 1239, 1783272, 2, 131567, 1]",186801,,root,,,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
836,"[836, 171551, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",171551,,root,porphyromonas,porphyromonadaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
162289,"[162289, 1570339, 1737405, 1737404, 1239, 1783272, 2, 131567, 1]",1570339,,root,peptoniphilus,peptoniphilaceae,tissierellales,tissierellia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1747,"[1747, 1912216, 31957, 85009, 1760, 201174, 1783272, 2, 131567, 1]",1912216,cutibacterium acnes,root,cutibacterium,propionibacteriaceae,propionibacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
43770,"[43770, 1716, 1653, 85007, 1760, 201174, 1783272, 2, 131567, 1]",1716,corynebacterium striatum,root,corynebacterium,corynebacteriaceae,mycobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1912216,"[1912216, 31957, 85009, 1760, 201174, 1783272, 2, 131567, 1]",31957,,root,cutibacterium,propionibacteriaceae,propionibacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
836,"[836, 171551, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",171551,,root,porphyromonas,porphyromonadaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
162289,"[162289, 1570339, 1737405, 1737404, 1239, 1783272, 2, 131567, 1]",1570339,,root,peptoniphilus,peptoniphilaceae,tissierellales,tissierellia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1716,"[1716, 1653, 85007, 1760, 201174, 1783272, 2, 131567, 1]",1653,,root,corynebacterium,corynebacteriaceae,mycobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
216851,"[216851, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,root,faecalibacterium,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1766253,"[1766253, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,root,agathobacter,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1407607,"[1407607, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,root,fusicatenibacter,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
33042,"[33042, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,root,coprococcus,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
186803,"[186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186802,,root,,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
39496,"[39496, 1730, 186806, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1730,eubacterium ventriosum,root,eubacterium,eubacteriaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
580596,"[580596, 31979, 186802, 186801, 1239, 1783272, 2, 131567, 1]",31979,,root,butyricicoccus,clostridiaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
438033,"[438033, 1263, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1263,ruminococcus gauvreauii,root,ruminococcus,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
29317,"[29317, 2609248, 1654, 2049, 2037, 1760, 201174, 1783272, 2, 131567, 1]",2609248,actinomyces sp.,root,actinomyces,actinomycetaceae,actinomycetales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
84111,"[84111, 1643826, 1643822, 84998, 201174, 1783272, 2, 131567, 1]",1643826,,root,eggerthella,eggerthellaceae,eggerthellales,coriobacteriia,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
508458,"[508458, 2, 131567, 1]",2,,root,,,,,synergistota,,bacteria,,,,,,,,,,,,,,,,
244127,"[244127, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,root,anaerotruncus,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
946234,"[946234, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,root,flavonifractor,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
61170,"[61170, 128827, 526525, 526524, 1239, 1783272, 2, 131567, 1]",128827,,root,holdemania,erysipelotrichaceae,erysipelotrichales,erysipelotrichia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1522,"[1522, 3025755, 2810280, 526525, 526524, 1239, 1783272, 2, 131567, 1]",3025755,[clostridium] innocuum,root,thomasclavelia,coprobacillaceae,erysipelotrichales,erysipelotrichia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1432051,"[1432051, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,root,eisenbergiella,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
990721,"[990721, 990719, 186802, 186801, 1239, 1783272, 2, 131567, 1]",990719,,root,christensenella,christensenellaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
39488,"[39488, 2569097, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2569097,anaerobutyricum hallii,root,anaerobutyricum,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
33038,"[33038, 2316020, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2316020,[ruminococcus] gnavus,root,mediterraneibacter,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
189330,"[189330, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,root,dorea,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1649459,"[1649459, 31979, 186802, 186801, 1239, 1783272, 2, 131567, 1]",31979,,root,hungatella,clostridiaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
35832,"[35832, 194924, 213115, 3031449, 200940, 2, 131567, 1]",194924,,root,bilophila,desulfovibrionaceae,desulfovibrionales,desulfovibrionia,thermodesulfobacteriota,,bacteria,,,,,,,,,,,,,,,,
459786,"[459786, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,root,oscillibacter,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
119060,"[119060, 80840, 28216, 1224, 2, 131567, 1]",80840,,root,,burkholderiaceae,burkholderiales,betaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
577310,"[577310, 995019, 80840, 28216, 1224, 2, 131567, 1]",995019,,root,parasutterella,sutterellaceae,burkholderiales,betaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
572511,"[572511, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,root,blautia,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1783273,"[1783273, 1783234, 2323, 2, 131567, 1]",1783234,,root,,,,,,bacteria candidate phyla,bacteria,,,,,,,,,,,,,,,,
5543,"[5543, 5129, 5125, 222543, 147550, 715989, 716546, 147538, 716545, 4890, 451864, 4751, 33154, 2759, 131567, 1]",5129,,root,trichoderma,hypocreaceae,hypocreales,sordariomycetes,ascomycota,opisthokonta,eukaryota,,hypocreomycetidae,,,,fungi,pezizomycotina,,,,,dikarya,,,,
5593,"[5593, 5592, 222543, 147550, 715989, 716546, 147538, 716545, 4890, 451864, 4751, 33154, 2759, 131567, 1]",5592,,root,,microascaceae,microascales,sordariomycetes,ascomycota,opisthokonta,eukaryota,,hypocreomycetidae,,,,fungi,pezizomycotina,,,,,dikarya,,,,
103887,"[103887, 5125, 222543, 147550, 715989, 716546, 147538, 716545, 4890, 451864, 4751, 33154, 2759, 131567, 1]",5125,,root,,bionectriaceae,hypocreales,sordariomycetes,ascomycota,opisthokonta,eukaryota,,hypocreomycetidae,,,,fungi,pezizomycotina,,,,,dikarya,,,,
1028384,"[1028384, 222543, 147550, 715989, 716546, 147538, 716545, 4890, 451864, 4751, 33154, 2759, 131567, 1]",222543,,root,,,glomerellales,sordariomycetes,ascomycota,opisthokonta,eukaryota,,hypocreomycetidae,,,,fungi,pezizomycotina,,,,,dikarya,,,,
41687,"[41687, 5593, 5592, 222543, 147550, 715989, 716546, 147538, 716545, 4890, 451864, 4751, 33154, 2759, 131567, 1]",5593,,root,scedosporium,microascaceae,microascales,sordariomycetes,ascomycota,opisthokonta,eukaryota,,hypocreomycetidae,,,,fungi,pezizomycotina,,,,,dikarya,,,,
1658452,"[1658452, 5593, 5592, 222543, 147550, 715989, 716546, 147538, 716545, 4890, 451864, 4751, 33154, 2759, 131567, 1]",5593,,root,cephalotrichum,microascaceae,microascales,sordariomycetes,ascomycota,opisthokonta,eukaryota,,hypocreomycetidae,,,,fungi,pezizomycotina,,,,,dikarya,,,,
5152,"[5152, 5151, 222544, 147550, 715989, 716546, 147538, 716545, 4890, 451864, 4751, 33154, 2759, 131567, 1]",5151,,root,,ophiostomataceae,ophiostomatales,sordariomycetes,ascomycota,opisthokonta,eukaryota,,sordariomycetidae,,,,fungi,pezizomycotina,,,,,dikarya,,,,
1131492,"[1131492, 5042, 451871, 147545, 716546, 147538, 716545, 4890, 451864, 4751, 33154, 2759, 131567, 1]",5042,,root,,aspergillaceae,eurotiales,eurotiomycetes,ascomycota,opisthokonta,eukaryota,,eurotiomycetidae,,,,fungi,pezizomycotina,,,,,dikarya,,,,
1052105,"[1052105, 474942, 5125, 222543, 147550, 715989, 716546, 147538, 716545, 4890, 451864, 4751, 33154, 2759, 131567, 1]",474942,,root,purpureocillium,ophiocordycipitaceae,hypocreales,sordariomycetes,ascomycota,opisthokonta,eukaryota,,hypocreomycetidae,,,,fungi,pezizomycotina,,,,,dikarya,,,,
4855,"[4855, 4854, 214503, 2212732, 1137986, 1913637, 112252, 4751, 33154, 2759, 131567, 1]",4854,,root,mortierella,mortierellaceae,mortierellales,mortierellomycetes,mucoromycota,opisthokonta,eukaryota,,,,,,fungi,mortierellomycotina,,,,,,,,,
5149,"[5149, 35718, 5139, 222544, 147550, 715989, 716546, 147538, 716545, 4890, 451864, 4751, 33154, 2759, 131567, 1]",35718,,root,chaetomium,chaetomiaceae,sordariales,sordariomycetes,ascomycota,opisthokonta,eukaryota,,sordariomycetidae,,,,fungi,pezizomycotina,,,,,dikarya,,,,
5129,"[5129, 5125, 222543, 147550, 715989, 716546, 147538, 716545, 4890, 451864, 4751, 33154, 2759, 131567, 1]",5125,,root,,hypocreaceae,hypocreales,sordariomycetes,ascomycota,opisthokonta,eukaryota,,hypocreomycetidae,,,,fungi,pezizomycotina,,,,,dikarya,,,,
29387,"[29387, 91994, 1279, 90964, 1385, 91061, 1239, 1783272, 2, 131567, 1]",91994,staphylococcus sp.,root,staphylococcus,staphylococcaceae,bacillales,bacilli,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1716,"[1716, 1653, 85007, 1760, 201174, 1783272, 2, 131567, 1]",1653,,root,corynebacterium,corynebacteriaceae,mycobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
194,"[194, 72294, 213849, 3031852, 29547, 2, 131567, 1]",72294,,root,campylobacter,campylobacteraceae,campylobacterales,epsilonproteobacteria,campylobacterota,,bacteria,,,,,,,,,,,,,,,,
80865,"[80865, 80864, 80840, 28216, 1224, 2, 131567, 1]",80864,,root,delftia,comamonadaceae,burkholderiales,betaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
724,"[724, 712, 135625, 1236, 1224, 2, 131567, 1]",712,,root,haemophilus,pasteurellaceae,pasteurellales,gammaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
47670,"[47670, 119060, 80840, 28216, 1224, 2, 131567, 1]",119060,,root,lautropia,burkholderiaceae,burkholderiales,betaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
482,"[482, 481, 206351, 28216, 1224, 2, 131567, 1]",481,,root,neisseria,neisseriaceae,neisseriales,betaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
572511,"[572511, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,root,blautia,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
33042,"[33042, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,root,coprococcus,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
216851,"[216851, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,root,faecalibacterium,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
41978,"[41978, 2608920, 1263, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2608920,ruminococcus sp.,root,ruminococcus,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
29523,"[29523, 2646097, 816, 815, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2646097,bacteroides sp.,root,bacteroides,bacteroidaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
1869337,"[1869337, 2649774, 375288, 2005525, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2649774,parabacteroides sp.,root,parabacteroides,tannerellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
41200,"[41200, 2608897, 1678, 31953, 85004, 1760, 201174, 1783272, 2, 131567, 1]",2608897,bifidobacterium sp.,root,bifidobacterium,bifidobacteriaceae,bifidobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
102106,"[102106, 84107, 84999, 84998, 201174, 1783272, 2, 131567, 1]",84107,,root,collinsella,coriobacteriaceae,coriobacteriales,coriobacteriia,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
57723,"[57723, 2, 131567, 1]",2,,root,,,,,acidobacteriota,,bacteria,,,,,,,,,,,,,,,,
544448,"[544448, 1783272, 2, 131567, 1]",1783272,,root,,,,,mycoplasmatota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
59823,"[59823, 2638335, 838, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2638335,prevotella sp.,root,prevotella,prevotellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria,,,,,,,,,,,,,,,,
1912216,"[1912216, 31957, 85009, 1760, 201174, 1783272, 2, 131567, 1]",31957,,root,cutibacterium,propionibacteriaceae,propionibacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
48736,"[48736, 119060, 80840, 28216, 1224, 2, 131567, 1]",119060,,root,ralstonia,burkholderiaceae,burkholderiales,betaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
573,"[573, 570, 2890311, 543, 91347, 1236, 1224, 2, 131567, 1]",570,klebsiella pneumoniae,root,klebsiella,enterobacteriaceae,enterobacterales,gammaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
1833,"[1833, 2840174, 1827, 85025, 85007, 1760, 201174, 1783272, 2, 131567, 1]",2840174,rhodococcus erythropolis,root,rhodococcus,nocardiaceae,mycobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria,rhodococcus erythropolis group,,,,,,,,,,,,,,,
69222,"[69222, 551, 1903409, 91347, 1236, 1224, 2, 131567, 1]",551,erwinia mallotivora,root,erwinia,erwiniaceae,enterobacterales,gammaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
1280,"[1280, 1279, 90964, 1385, 91061, 1239, 1783272, 2, 131567, 1]",1279,staphylococcus aureus,root,staphylococcus,staphylococcaceae,bacillales,bacilli,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1282,"[1282, 1279, 90964, 1385, 91061, 1239, 1783272, 2, 131567, 1]",1279,staphylococcus epidermidis,root,staphylococcus,staphylococcaceae,bacillales,bacilli,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1292,"[1292, 1279, 90964, 1385, 91061, 1239, 1783272, 2, 131567, 1]",1279,staphylococcus warneri,root,staphylococcus,staphylococcaceae,bacillales,bacilli,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1290,"[1290, 1279, 90964, 1385, 91061, 1239, 1783272, 2, 131567, 1]",1279,staphylococcus hominis,root,staphylococcus,staphylococcaceae,bacillales,bacilli,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
32207,"[32207, 1268, 85006, 1760, 201174, 1783272, 2, 131567, 1]",1268,,root,rothia,micrococcaceae,micrococcales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1298,"[1298, 183710, 118964, 188787, 1297, 1783272, 2, 131567, 1]",183710,,root,deinococcus,deinococcaceae,deinococcales,deinococci,deinococcota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
29317,"[29317, 2609248, 1654, 2049, 2037, 1760, 201174, 1783272, 2, 131567, 1]",2609248,actinomyces sp.,root,actinomyces,actinomycetaceae,actinomycetales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1716,"[1716, 1653, 85007, 1760, 201174, 1783272, 2, 131567, 1]",1653,,root,corynebacterium,corynebacteriaceae,mycobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
625,"[625, 2629414, 620, 543, 91347, 1236, 1224, 2, 131567, 1]",2629414,shigella sp.,root,shigella,enterobacteriaceae,enterobacterales,gammaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
265975,"[265975, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,root,oribacterium,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
156454,"[156454, 31977, 1843489, 909932, 1239, 1783272, 2, 131567, 1]",31977,,root,anaeroglobus,veillonellaceae,veillonellales,negativicutes,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
946234,"[946234, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,root,flavonifractor,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1306,"[1306, 2608887, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2608887,streptococcus sp.,root,streptococcus,streptococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
40544,"[40544, 995019, 80840, 28216, 1224, 2, 131567, 1]",995019,,root,sutterella,sutterellaceae,burkholderiales,betaproteobacteria,pseudomonadota,,bacteria,,,,,,,,,,,,,,,,
1407607,"[1407607, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,root,fusicatenibacter,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
33042,"[33042, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,root,coprococcus,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
186804,"[186804, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186802,,root,,peptostreptococcaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
1501226,"[1501226, 186804, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186804,,root,romboutsia,peptostreptococcaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
572511,"[572511, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,root,blautia,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
841,"[841, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,root,roseburia,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria,,,,,,,,,,,,,,,,
