taxid,lineage,parent_taxid,species,genus,family,order,class,phylum,clade,superkingdom
52228,"[52228, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",171552,,hallella,prevotellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
59823,"[59823, 2638335, 838, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2638335,prevotella sp.,prevotella,prevotellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
841,"[841, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,roseburia,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
41978,"[41978, 2608920, 1263, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2608920,ruminococcus sp.,ruminococcus,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
109326,"[109326, 543314, 538999, 186802, 186801, 1239, 1783272, 2, 131567, 1]",543314,,anaerovorax,eubacteriales family xiii. incertae sedis,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
2740,"[2740, 186807, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186807,,peptococcus,peptococcaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
904,"[904, 909930, 1843488, 909932, 1239, 1783272, 2, 131567, 1]",909930,,acidaminococcus,acidaminococcaceae,acidaminococcales,negativicutes,bacillota,terrabacteria group,bacteria
135858,"[135858, 2810280, 526525, 526524, 1239, 1783272, 2, 131567, 1]",2810280,,catenibacterium,coprobacillaceae,erysipelotrichales,erysipelotrichia,bacillota,terrabacteria group,bacteria
1591,"[1591, 2620435, 1578, 33958, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2620435,lactobacillus sp.,lactobacillus,lactobacillaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
1357,"[1357, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1300,,lactococcus,streptococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
1306,"[1306, 2608887, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2608887,streptococcus sp.,streptococcus,streptococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
647,"[647, 257493, 642, 84642, 135624, 1236, 1224, 2, 131567, 1]",257493,aeromonas sp.,aeromonas,aeromonadaceae,aeromonadales,gammaproteobacteria,pseudomonadota,,bacteria
544,"[544, 543, 91347, 1236, 1224, 2, 131567, 1]",543,,citrobacter,enterobacteriaceae,enterobacterales,gammaproteobacteria,pseudomonadota,,bacteria
625,"[625, 2629414, 620, 543, 91347, 1236, 1224, 2, 131567, 1]",2629414,shigella sp.,shigella,enterobacteriaceae,enterobacterales,gammaproteobacteria,pseudomonadota,,bacteria
2152,"[2152, 186333, 186332, 31969, 544448, 1783272, 2, 131567, 1]",186333,,asteroleplasma,anaeroplasmataceae,anaeroplasmatales,mollicutes,mycoplasmatota,terrabacteria group,bacteria
39491,"[39491, 1766253, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1766253,agathobacter rectalis,agathobacter,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
1535,"[1535, 552397, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",552397,[clostridium] leptum,,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
853,"[853, 216851, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216851,faecalibacterium prausnitzii,faecalibacterium,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
1264,"[1264, 1263, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1263,ruminococcus albus,ruminococcus,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
40519,"[40519, 1263, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1263,ruminococcus callidus,ruminococcus,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
40518,"[40518, 1263, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1263,ruminococcus bromii,ruminococcus,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
817,"[817, 816, 815, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",816,bacteroides fragilis,bacteroides,bacteroidaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
821,"[821, 909656, 815, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",909656,phocaeicola vulgatus,phocaeicola,bacteroidaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
35783,"[35783, 2608891, 1350, 81852, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2608891,enterococcus sp.,enterococcus,enterococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
1613,"[1613, 2742598, 33958, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2742598,limosilactobacillus fermentum,limosilactobacillus,lactobacillaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
1496,"[1496, 1870884, 186804, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1870884,clostridioides difficile,clostridioides,peptostreptococcaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
623,"[623, 620, 543, 91347, 1236, 1224, 2, 131567, 1]",620,shigella flexneri,shigella,enterobacteriaceae,enterobacterales,gammaproteobacteria,pseudomonadota,,bacteria
1637,"[1637, 186820, 1385, 91061, 1239, 1783272, 2, 131567, 1]",186820,,listeria,listeriaceae,bacillales,bacilli,bacillota,terrabacteria group,bacteria
1264,"[1264, 1263, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1263,ruminococcus albus,ruminococcus,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
817,"[817, 816, 815, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",816,bacteroides fragilis,bacteroides,bacteroidaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
853,"[853, 216851, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216851,faecalibacterium prausnitzii,faecalibacterium,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
1496,"[1496, 1870884, 186804, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1870884,clostridioides difficile,clostridioides,peptostreptococcaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
1352,"[1352, 1350, 81852, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1350,enterococcus faecium,enterococcus,enterococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
1532,"[1532, 572511, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",572511,blautia coccoides,blautia,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
1535,"[1535, 552397, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",552397,[clostridium] leptum,,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
853,"[853, 216851, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216851,faecalibacterium prausnitzii,faecalibacterium,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
41200,"[41200, 2608897, 1678, 31953, 85004, 1760, 201174, 1783272, 2, 131567, 1]",2608897,bifidobacterium sp.,bifidobacterium,bifidobacteriaceae,bifidobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria
1532,"[1532, 572511, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",572511,blautia coccoides,blautia,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
1535,"[1535, 552397, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",552397,[clostridium] leptum,,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
853,"[853, 216851, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216851,faecalibacterium prausnitzii,faecalibacterium,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
41200,"[41200, 2608897, 1678, 31953, 85004, 1760, 201174, 1783272, 2, 131567, 1]",2608897,bifidobacterium sp.,bifidobacterium,bifidobacteriaceae,bifidobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria
1532,"[1532, 572511, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",572511,blautia coccoides,blautia,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
1535,"[1535, 552397, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",552397,[clostridium] leptum,,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
853,"[853, 216851, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216851,faecalibacterium prausnitzii,faecalibacterium,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
41200,"[41200, 2608897, 1678, 31953, 85004, 1760, 201174, 1783272, 2, 131567, 1]",2608897,bifidobacterium sp.,bifidobacterium,bifidobacteriaceae,bifidobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria
856,"[856, 848, 203492, 203491, 203490, 32066, 2, 131567, 1]",848,fusobacterium varium,fusobacterium,fusobacteriaceae,fusobacteriales,fusobacteriia,fusobacteriota,,bacteria
885,"[885, 2593640, 872, 194924, 213115, 3031449, 200940, 2, 131567, 1]",2593640,desulfovibrio sp.,desulfovibrio,desulfovibrionaceae,desulfovibrionales,desulfovibrionia,thermodesulfobacteriota,,bacteria
885,"[885, 2593640, 872, 194924, 213115, 3031449, 200940, 2, 131567, 1]",2593640,desulfovibrio sp.,desulfovibrio,desulfovibrionaceae,desulfovibrionales,desulfovibrionia,thermodesulfobacteriota,,bacteria
44737,"[44737, 2640652, 1016, 49546, 200644, 117743, 976, 68336, 1783270, 2, 131567, 1]",2640652,capnocytophaga sp.,capnocytophaga,flavobacteriaceae,flavobacteriales,flavobacteriia,bacteroidota,fcb group,bacteria
32207,"[32207, 1268, 85006, 1760, 201174, 1783272, 2, 131567, 1]",1268,,rothia,micrococcaceae,micrococcales,actinomycetes,actinomycetota,terrabacteria group,bacteria
1532,"[1532, 572511, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",572511,blautia coccoides,blautia,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
1686,"[1686, 1678, 31953, 85004, 1760, 201174, 1783272, 2, 131567, 1]",1678,bifidobacterium catenulatum,bifidobacterium,bifidobacteriaceae,bifidobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria
189330,"[189330, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,dorea,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
729,"[729, 724, 712, 135625, 1236, 1224, 2, 131567, 1]",724,haemophilus parainfluenzae,haemophilus,pasteurellaceae,pasteurellales,gammaproteobacteria,pseudomonadota,,bacteria
29465,"[29465, 31977, 1843489, 909932, 1239, 1783272, 2, 131567, 1]",31977,,veillonella,veillonellaceae,veillonellales,negativicutes,bacillota,terrabacteria group,bacteria
142586,"[142586, 2624479, 1730, 186806, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2624479,eubacterium sp.,eubacterium,eubacteriaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
109326,"[109326, 543314, 538999, 186802, 186801, 1239, 1783272, 2, 131567, 1]",543314,,anaerovorax,eubacteriales family xiii. incertae sedis,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
821,"[821, 909656, 815, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",909656,phocaeicola vulgatus,phocaeicola,bacteroidaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
42895,"[42895, 2608935, 547, 543, 91347, 1236, 1224, 2, 131567, 1]",2608935,enterobacter sp.,enterobacter,enterobacteriaceae,enterobacterales,gammaproteobacteria,pseudomonadota,,bacteria
846,"[846, 75682, 80840, 28216, 1224, 2, 131567, 1]",75682,,oxalobacter,oxalobacteraceae,burkholderiales,betaproteobacteria,pseudomonadota,,bacteria
160674,"[160674, 2890311, 543, 91347, 1236, 1224, 2, 131567, 1]",2890311,,raoultella,enterobacteriaceae,enterobacterales,gammaproteobacteria,pseudomonadota,,bacteria
56112,"[56112, 2937909, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2937909,,dehalobacter,desulfitobacteriaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
76008,"[76008, 543313, 538999, 186802, 186801, 1239, 1783272, 2, 131567, 1]",543313,,fusibacter,eubacteriales family xii. incertae sedis,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
44261,"[44261, 31979, 186802, 186801, 1239, 1783272, 2, 131567, 1]",31979,,oxobacter,clostridiaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
115543,"[115543, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,parasporobacterium,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
41200,"[41200, 2608897, 1678, 31953, 85004, 1760, 201174, 1783272, 2, 131567, 1]",2608897,bifidobacterium sp.,bifidobacterium,bifidobacteriaceae,bifidobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria
239759,"[239759, 171550, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",171550,,alistipes,rikenellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
817,"[817, 816, 815, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",816,bacteroides fragilis,bacteroides,bacteroidaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
329854,"[329854, 816, 815, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",816,bacteroides intestinalis,bacteroides,bacteroidaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
28116,"[28116, 816, 815, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",816,bacteroides ovatus,bacteroides,bacteroidaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
310297,"[310297, 909656, 815, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",909656,phocaeicola plebeius,phocaeicola,bacteroidaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
46506,"[46506, 816, 815, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",816,bacteroides stercoris,bacteroides,bacteroidaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
820,"[820, 816, 815, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",816,bacteroides uniformis,bacteroides,bacteroidaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
821,"[821, 909656, 815, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",909656,phocaeicola vulgatus,phocaeicola,bacteroidaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
283168,"[283168, 1853231, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",1853231,,odoribacter,odoribacteraceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
1869337,"[1869337, 2649774, 375288, 2005525, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2649774,parabacteroides sp.,parabacteroides,tannerellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
28134,"[28134, 2974257, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2974257,hoylesella oralis,hoylesella,prevotellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
839,"[839, 838, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",838,prevotella ruminicola,prevotella,prevotellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
76122,"[76122, 1283313, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",1283313,alloprevotella tannerae,alloprevotella,prevotellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
195950,"[195950, 2005525, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2005525,,tannerella,tannerellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
55079,"[55079, 85151, 186822, 1385, 91061, 1239, 1783272, 2, 131567, 1]",85151,,aneurinibacillus,paenibacillaceae,bacillales,bacilli,bacillota,terrabacteria group,bacteria
1338,"[1338, 671232, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",671232,streptococcus intermedius,streptococcus,streptococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
1535,"[1535, 552397, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",552397,[clostridium] leptum,,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
292800,"[292800, 946234, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",946234,flavonifractor plautii,flavonifractor,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
100175,"[100175, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,papillibacter,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
39948,"[39948, 31977, 1843489, 909932, 1239, 1783272, 2, 131567, 1]",31977,,dialister,veillonellaceae,veillonellales,negativicutes,bacillota,terrabacteria group,bacteria
2740,"[2740, 186807, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186807,,peptococcus,peptococcaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
109326,"[109326, 543314, 538999, 186802, 186801, 1239, 1783272, 2, 131567, 1]",543314,,anaerovorax,eubacteriales family xiii. incertae sedis,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
1496,"[1496, 1870884, 186804, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1870884,clostridioides difficile,clostridioides,peptostreptococcaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
572511,"[572511, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,blautia,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
248744,"[248744, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,marvinbryantia,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
29361,"[29361, 1506577, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1506577,[clostridium] nexile,tyzzerella,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
1512,"[1512, 1506553, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1506553,[clostridium] symbiosum,lachnoclostridium,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
33043,"[33043, 33042, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",33042,coprococcus eutactus,coprococcus,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
189330,"[189330, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,dorea,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
28050,"[28050, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,lachnospira,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
841,"[841, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,roseburia,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
33038,"[33038, 2316020, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2316020,[ruminococcus] gnavus,mediterraneibacter,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
46228,"[46228, 2316020, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2316020,[ruminococcus] lactaris,mediterraneibacter,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
841,"[841, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,roseburia,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
33882,"[33882, 85023, 85006, 1760, 201174, 1783272, 2, 131567, 1]",85023,,microbacterium,microbacteriaceae,micrococcales,actinomycetes,actinomycetota,terrabacteria group,bacteria
150247,"[150247, 186817, 1385, 91061, 1239, 1783272, 2, 131567, 1]",186817,,anoxybacillus,bacillaceae,bacillales,bacilli,bacillota,terrabacteria group,bacteria
68766,"[68766, 2648384, 848, 203492, 203491, 203490, 32066, 2, 131567, 1]",2648384,fusobacterium sp.,fusobacterium,fusobacteriaceae,fusobacteriales,fusobacteriia,fusobacteriota,,bacteria
68766,"[68766, 2648384, 848, 203492, 203491, 203490, 32066, 2, 131567, 1]",2648384,fusobacterium sp.,fusobacterium,fusobacteriaceae,fusobacteriales,fusobacteriia,fusobacteriota,,bacteria
194,"[194, 72294, 213849, 3031852, 29547, 2, 131567, 1]",72294,,campylobacter,campylobacteraceae,campylobacterales,epsilonproteobacteria,campylobacterota,,bacteria
1306,"[1306, 2608887, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2608887,streptococcus sp.,streptococcus,streptococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
338188,"[338188, 816, 815, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",816,bacteroides finegoldii,bacteroides,bacteroidaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
329854,"[329854, 816, 815, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",816,bacteroides intestinalis,bacteroides,bacteroidaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
165179,"[165179, 2974251, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2974251,segatella copri,segatella,prevotellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
40520,"[40520, 572511, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",572511,blautia obeum,blautia,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
39486,"[39486, 189330, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",189330,dorea formicigenerans,dorea,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
140626,"[140626, 140625, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",140625,lachnobacterium bovis,lachnobacterium,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
28052,"[28052, 28050, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",28050,lachnospira pectinoschiza,lachnospira,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
46206,"[46206, 46205, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",46205,pseudobutyrivibrio ruminis,pseudobutyrivibrio,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
106588,"[106588, 1017280, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1017280,pseudoflavonifractor capillosus,pseudoflavonifractor,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
1264,"[1264, 1263, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1263,ruminococcus albus,ruminococcus,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
218538,"[218538, 39948, 31977, 1843489, 909932, 1239, 1783272, 2, 131567, 1]",39948,dialister invisus,dialister,veillonellaceae,veillonellales,negativicutes,bacillota,terrabacteria group,bacteria
39950,"[39950, 39948, 31977, 1843489, 909932, 1239, 1783272, 2, 131567, 1]",39948,dialister pneumosintes,dialister,veillonellaceae,veillonellales,negativicutes,bacillota,terrabacteria group,bacteria
158847,"[158847, 158846, 1843491, 909929, 909932, 1239, 1783272, 2, 131567, 1]",158846,megamonas hypermegale,megamonas,selenomonadaceae,selenomonadales,negativicutes,bacillota,terrabacteria group,bacteria
65402,"[65402, 543313, 538999, 186802, 186801, 1239, 1783272, 2, 131567, 1]",543313,,acidaminobacter,eubacteriales family xii. incertae sedis,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
33024,"[33024, 909930, 1843488, 909932, 1239, 1783272, 2, 131567, 1]",909930,,phascolarctobacterium,acidaminococcaceae,acidaminococcales,negativicutes,bacillota,terrabacteria group,bacteria
67824,"[67824, 544, 543, 91347, 1236, 1224, 2, 131567, 1]",544,citrobacter farmeri,citrobacter,enterobacteriaceae,enterobacterales,gammaproteobacteria,pseudomonadota,,bacteria
239935,"[239935, 239934, 1647988, 48461, 203494, 74201, 1783257, 2, 131567, 1]",239934,akkermansia muciniphila,akkermansia,akkermansiaceae,verrucomicrobiales,verrucomicrobiae,verrucomicrobiota,pvc group,bacteria
851,"[851, 848, 203492, 203491, 203490, 32066, 2, 131567, 1]",848,fusobacterium nucleatum,fusobacterium,fusobacteriaceae,fusobacteriales,fusobacteriia,fusobacteriota,,bacteria
1496,"[1496, 1870884, 186804, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1870884,clostridioides difficile,clostridioides,peptostreptococcaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
39491,"[39491, 1766253, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1766253,agathobacter rectalis,agathobacter,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
853,"[853, 216851, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216851,faecalibacterium prausnitzii,faecalibacterium,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
1351,"[1351, 1350, 81852, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1350,enterococcus faecalis,enterococcus,enterococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
1357,"[1357, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1300,,lactococcus,streptococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
68766,"[68766, 2648384, 848, 203492, 203491, 203490, 32066, 2, 131567, 1]",2648384,fusobacterium sp.,fusobacterium,fusobacteriaceae,fusobacteriales,fusobacteriia,fusobacteriota,,bacteria
561,"[561, 543, 91347, 1236, 1224, 2, 131567, 1]",543,,escherichia,enterobacteriaceae,enterobacterales,gammaproteobacteria,pseudomonadota,,bacteria
1262,"[1262, 2652281, 1257, 186804, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2652281,peptostreptococcus sp.,peptostreptococcus,peptostreptococcaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
59732,"[59732, 2782232, 2762318, 200644, 117743, 976, 68336, 1783270, 2, 131567, 1]",2782232,,chryseobacterium,weeksellaceae,flavobacteriales,flavobacteriia,bacteroidota,fcb group,bacteria
237,"[237, 49546, 200644, 117743, 976, 68336, 1783270, 2, 131567, 1]",49546,,flavobacterium,flavobacteriaceae,flavobacteriales,flavobacteriia,bacteroidota,fcb group,bacteria
84567,"[84567, 84566, 200666, 117747, 976, 68336, 1783270, 2, 131567, 1]",84566,,pedobacter,sphingobacteriaceae,sphingobacteriales,sphingobacteriia,bacteroidota,fcb group,bacteria
341027,"[341027, 2609468, 28453, 84566, 200666, 117747, 976, 68336, 1783270, 2, 131567, 1]",2609468,sphingobacterium sp.,sphingobacterium,sphingobacteriaceae,sphingobacteriales,sphingobacteriia,bacteroidota,fcb group,bacteria
75,"[75, 76892, 204458, 28211, 1224, 2, 131567, 1]",76892,,caulobacter,caulobacteraceae,caulobacterales,alphaproteobacteria,pseudomonadota,,bacteria
41275,"[41275, 76892, 204458, 28211, 1224, 2, 131567, 1]",76892,,brevundimonas,caulobacteraceae,caulobacterales,alphaproteobacteria,pseudomonadota,,bacteria
13687,"[13687, 41297, 204457, 28211, 1224, 2, 131567, 1]",41297,,sphingomonas,sphingomonadaceae,sphingomonadales,alphaproteobacteria,pseudomonadota,,bacteria
